ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
3-380.0          648.0  887.0 36:52.104 12:43.73  27.58  27.74   0.74  -0.04  -0.03  15.86   0.23  0.20   0.37  143          S
3-382.0         1858.0  890.0 36:58.436 13:02.81  26.56  26.58  >1.23   0.41   0.15  35.79   0.42  0.17   0.75   73          S
3-384.0          254.0  898.0 36:50.070 12:37.07  29.05  29.32    ...  >0.56   0.51   6.54   0.11  0.16   0.34  112          S
3-385.0          387.0  901.0 36:50.772 12:39.08  29.41  29.80    ...  >0.61  -0.26   6.12   0.04  0.07   0.71   38          S
3-386.0          310.0  850.0 36:50.254 12:39.72  21.20  21.23   0.58   0.84   0.55 635.23  13.42  0.75   0.71  104           
3-386.1          310.0  850.0 36:50.254 12:39.72  21.20  21.24   0.58   0.84   0.55 696.42  11.79  0.74   0.69  105           
3-386.2          268.0  894.0 36:50.134 12:37.44  28.17  28.21 >-0.34   1.00   0.51  16.01   0.16  0.19   0.46  135          S
3-386.11         310.0  850.0 36:50.254 12:39.72  21.21  21.25   0.57   0.84   0.55 733.51  10.85  0.73   0.64  109           
3-386.12         253.0  876.0 36:50.015 12:37.86  26.46  26.50  >0.62   1.14   0.27  40.10   0.46  0.23   0.95  107          S
3-386.111        310.0  850.0 36:50.254 12:39.72  21.22  21.27   0.56   0.84   0.55 798.19   9.47  0.71   0.64  111          S
3-386.112        363.0  852.0 36:50.535 12:40.48  26.73  26.78   1.11   0.11   0.03  41.09   0.23  0.15   0.64    4          S
3-387.0         1206.0  895.0 36:55.039 12:52.29  27.60  27.60 >-0.50   1.20   1.32  26.13   0.38  0.17   0.76   90          S
3-388.0          142.0  907.0 36:49.505 12:34.97  29.51  29.75    ...  >0.49  -0.07   5.45   0.06  0.08   0.57   14          S
3-389.0          163.0  888.0 36:49.572 12:35.99  24.83  24.87   1.65   0.22   0.25  81.65   1.47  0.30   0.64  118          S
3-390.0          890.0  910.0 36:53.421 12:46.73  29.27  29.57 >-0.15  -0.06   0.17   6.95   0.06  0.10   0.55   51          S
3-391.0         1210.0  917.0 36:55.109 12:51.55  29.47  29.95    ...  >0.28   0.03   4.86   0.06  0.12   0.66   94          S
3-392.0         1875.0  916.0 36:58.583 13:02.13  28.15  28.56    ...  >1.07   0.59  10.85   0.18  0.15   0.70  134          S
3-393.0          133.0  921.0 36:49.490 12:34.31  28.96  29.16    ...  >0.75   0.41   7.18   0.10  0.12   0.88   51          S
3-394.0          462.0  925.0 36:51.218 12:39.39  29.91  29.72    ...  >0.68  -0.25   6.19   0.04  0.07   0.77    3          S
3-395.0          101.0  923.0 36:49.327 12:33.73  28.42  28.74    ...  >0.83   0.03   6.00   0.07  0.11   0.49   12         BS
3-396.0         1398.0  925.0 36:56.110 12:54.24  28.33  28.50  >0.34   0.04   0.04  11.04   0.14  0.13   0.63   98          S
3-397.0          553.0  919.0 36:51.680 12:41.05  27.27  27.32  >0.75   0.30   0.10  20.38   0.34  0.20   0.49   20          S
3-398.0         1243.0  905.0 36:55.255 12:52.51  24.70  24.79   0.22   0.37   0.52  70.49   2.63  0.55   0.39   17           
3-398.1         1243.0  905.0 36:55.255 12:52.51  24.83  25.27   0.24   0.41   0.56  89.21   0.95  0.40   0.30   14          S
3-398.2         1224.0  925.0 36:55.201 12:51.48  27.11  27.56   0.04   0.20   0.22  27.60   0.14  0.14   0.73  151          S
3-399.0          835.0  931.0 36:53.181 12:45.09  27.20  27.29  >0.86   0.33   0.06  24.70   0.27  0.16   0.56  129          S
3-400.0         1648.0  886.0 36:57.329 12:59.63  21.79  21.83   0.29   0.66   0.42 371.73  10.38  0.82   0.56  173           
3-400.1         1648.0  886.0 36:57.329 12:59.63  21.79  21.83   0.29   0.66   0.42 384.45   9.91  0.82   0.56  173         FS
3-400.2         1686.0  888.0 36:57.532 13:00.16  29.16  29.20 >-0.19   0.49  -0.24   8.21   0.05  0.08   0.81   44          S
3-402.0         1481.0  943.0 36:56.585 12:54.90  27.30  27.45   0.13   0.01   0.45  19.29   0.37  0.18   0.70   11          S
3-404.0         1570.0  892.0 36:56.935 12:58.17  23.93  24.06   0.72   0.78   0.70 109.35   4.01  0.78   0.37  158           
3-404.1         1563.0  938.0 36:57.002 12:56.38  25.14  25.28   0.44   0.44   0.55  54.29   1.97  0.55   0.48   82           
3-404.2         1570.0  892.0 36:56.935 12:58.17  24.36  24.50   1.05   1.05   0.76 140.37   1.55  0.30   0.50   16          S
3-405.0         1775.0  921.0 36:58.072 13:00.36  22.53  22.56   0.41   0.56   0.23 296.36   5.80  0.46   0.38   35           
3-405.1         1775.0  921.0 36:58.072 13:00.36  22.55  22.60   0.38   0.57   0.23 362.02   4.13  0.41   0.41   38           
3-405.2         1735.0  955.0 36:57.940 12:58.49  26.94  26.99  >1.22   0.37   0.08  30.45   0.29  0.20   0.44   26          S
3-405.11        1775.0  921.0 36:58.072 13:00.36  22.56  22.64   0.37   0.55   0.22 430.90   2.95  0.37   0.42   40          S
3-405.12        1740.0  926.0 36:57.900 12:59.63  28.24  28.32  >0.25   0.69  -0.00  16.48   0.09  0.12   0.53   36          S
3-406.0          526.0  961.0 36:51.634 12:39.09  28.86  28.93  -0.29  -0.03   0.08   8.98   0.10  0.10   0.85  175          S
3-408.0         1928.0  966.0 36:58.974 13:01.15  29.72  29.91    ...  >0.47   0.44   6.17   0.04  0.07   0.87   20          S
3-409.0         1573.0  966.0 36:57.118 12:55.52  27.74  27.89   0.27  -0.16   0.13  15.60   0.18  0.12   0.64   65          S
3-410.0         1708.0  971.0 36:57.835 12:57.48  28.31  28.35  -0.12   0.31   0.50  15.44   0.14  0.11   0.85   81          S
3-411.0         1891.0  974.0 36:58.799 13:00.27  30.31  30.24    ...  >0.12   0.35   4.39   0.05  0.07   0.54  141          S
3-412.0         1618.0  967.0 36:57.355 12:56.19  26.10  26.26  -0.19   0.76   0.50  40.52   0.60  0.21   0.72  157          S
3-413.0          824.0  976.0 36:53.226 12:43.27  27.89  27.84 >-0.01   0.74   0.61  17.82   0.26  0.19   0.51  158          S
3-414.0          186.0  967.0 36:49.871 12:33.48  27.37  27.36   0.27   0.40   0.58  23.17   0.35  0.21   0.38  115          S
3-416.0         1102.0  979.0 36:54.685 12:47.57  27.08  27.13   0.04   0.21   1.03  36.30   0.32  0.14   0.68  138          S
3-417.0          113.0  985.0 36:49.530 12:31.66  29.30  29.41 >-0.57   0.17   0.18   4.71   0.06  0.12   0.67   30          S
3-418.0          158.0  991.0 36:49.779 12:32.15  28.82  28.85 >-0.18   0.30   0.37   8.95   0.13  0.16   0.32  168          S
3-419.0          980.0  981.0 36:54.052 12:45.56  24.28  24.29   0.91   1.33   1.57 329.26   1.13  0.14   0.79  122          S
3-420.0          907.0 1002.0 36:53.718 12:43.64  29.18  29.57 >-0.36   0.25   0.02   7.04   0.06  0.09   0.53   94          S
3-421.0          763.0 1001.0 36:52.963 12:41.39  28.05  28.07  >0.34   0.43   0.19  17.57   0.15  0.11   0.69  147          S
3-422.0         1057.0 1000.0 36:54.498 12:46.09  26.78  26.86   0.63   0.50   0.17  34.03   0.30  0.14   0.83  125          S
3-423.0          513.0 1007.0 36:51.670 12:37.21  29.73  30.19    ...  >0.20   0.53   5.08   0.04  0.08   0.65  115          S
3-424.0          716.0 1007.0 36:52.731 12:40.43  27.74  27.84  -0.01   0.60   0.49  19.87   0.21  0.13   0.60   88          S
3-425.0         1405.0 1007.0 36:56.333 12:51.36  28.62  28.84  >0.33  -0.20   0.35   9.78   0.13  0.12   0.62   94          S
3-426.0         1027.0 1013.0 36:54.370 12:45.14  31.27  30.77    ... >-0.33   1.81   5.86   0.04  0.07   0.72  119          S
3-427.0          595.0 1018.0 36:52.124 12:38.11  29.54  29.55    ...  >0.62   0.03   6.18   0.06  0.07   0.91  119          S
3-428.0         1326.0 1020.0 36:55.949 12:49.63  30.01  30.23    ...  >0.27   0.82   5.49   0.04  0.07   0.80  155          S
3-429.0         1352.0 1017.0 36:56.078 12:50.15  27.65  27.70  >0.89  -0.00   0.12  17.55   0.23  0.14   0.78    7          S
3-430.0         1481.0 1009.0 36:56.734 12:52.49  24.08  24.11   0.33   0.24   0.81 148.80   2.68  0.74   0.30  107           
3-430.1         1462.0  995.0 36:56.603 12:52.70  24.38  24.64   0.22   0.08   0.34 177.33   0.67  0.29   0.53  154          S
3-430.2         1481.0 1009.0 36:56.734 12:52.49  25.65  25.91   1.56   0.87   1.51 136.11   0.36  0.18   0.68  131          S
3-431.0          443.0 1014.0 36:51.321 12:35.84  27.36  27.64  >0.64  -0.05   0.29  14.51   0.43  0.31   0.29   39          S
3-432.0         1135.0 1023.0 36:54.958 12:46.49  28.60  28.73  >0.11   0.22   0.04  10.45   0.11  0.11   0.52  162          S
3-433.0         1683.0 1022.0 36:57.820 12:55.22  27.40  27.41   0.34   0.06   0.44  23.53   0.25  0.15   0.73  107          S
3-434.0          273.0 1026.0 36:50.459 12:32.70  29.54  29.87 >-0.48   0.20   0.16   6.48   0.04  0.07   0.81  171          S
3-435.0          857.0 1028.0 36:53.516 12:41.90  29.65  29.84 >-0.47   0.21  -0.08   5.82   0.05  0.07   0.72   87          S
3-436.0         1921.0 1029.0 36:59.080 12:58.73  29.10  29.88    ...  >0.28   0.15   4.46   0.07  0.19   0.22  126          S
3-437.0          929.0 1030.0 36:53.897 12:42.97  28.53  28.70   0.66  -0.31  -0.19  10.75   0.09  0.09   0.74  135          S
3-438.0          313.0 1033.0 36:50.684 12:33.08  28.83  29.13 >-0.11   0.17  -0.29   7.73   0.08  0.09   0.77   78          S
3-439.0         1186.0 1030.0 36:55.240 12:47.04  27.53  27.58  >1.23  -0.04  -0.10  20.34   0.20  0.12   0.79  174          S
3-440.0         1611.0 1032.0 36:57.466 12:53.71  28.70  28.91 >-0.34   0.52  -0.64   8.34   0.09  0.11   0.85   85          S
3-441.0          189.0 1036.0 36:50.043 12:31.00  29.01  29.13 >-0.22   0.32  -0.00   7.61   0.08  0.09   0.98  162          S
3-442.0          497.0 1037.0 36:51.655 12:35.86  29.44  29.77    ...  >0.23   0.17   4.97   0.07  0.10   0.60   64          S
3-443.0         1271.0 1012.0 36:55.644 12:49.05  23.89  23.93   0.14   0.21   0.79  96.57   6.10  0.82   0.84  164         FS
3-444.0          901.0 1039.0 36:53.771 12:42.19  29.53  29.70    ...  >0.33   1.02   7.13   0.08  0.12   0.55  168          S
3-445.0          638.0 1042.0 36:52.403 12:37.91  29.46  29.45 >-0.85   0.77  -0.06   7.27   0.06  0.09   0.60   31          S
3-446.0          605.0 1038.0 36:52.222 12:37.53  28.36  28.57 >-0.10   0.48  -0.80   8.60   0.13  0.22   0.20  153          S
3-447.0         1181.0 1052.0 36:55.264 12:46.16  30.49  30.21    ... >-0.04   0.60   3.94   0.07  0.11   0.35   72          S
3-448.0         1267.0 1052.0 36:55.713 12:47.52  29.17  29.44 >-0.39   0.02   0.42   6.10   0.10  0.17   0.27   98          S
3-449.0         1977.0 1052.0 36:59.425 12:58.78  26.74  26.77  >0.99   0.50   0.15  27.89   0.41  0.19   0.51  163          S
3-450.0         1080.0 1060.0 36:54.754 12:44.27  29.17  29.28 >-0.67   0.63  -0.10   7.45   0.08  0.10   0.78  129          S
3-451.0          820.0 1056.0 36:53.386 12:40.29  27.13  27.19  >0.45   0.79   0.46  25.84   0.33  0.16   0.66  130          S
3-452.0          179.0 1064.0 36:50.054 12:29.82  29.94  30.14    ... >-0.01   1.05   5.24   0.07  0.15   0.28  122          S
3-453.0         1606.0 1065.0 36:57.515 12:52.43  30.09  30.21    ...  >0.02   0.56   4.31   0.05  0.10   0.67  107          S
3-454.0         1782.0 1030.0 36:58.356 12:56.49  24.59  24.66   0.53   0.68   0.41  92.80   2.07  0.52   0.48   15           
3-454.1         1782.0 1030.0 36:58.356 12:56.49  24.70  24.78   0.35   0.78   0.44  99.63   1.59  0.48   0.26    9           
3-454.2         1760.0 1027.0 36:58.234 12:56.26  27.10  27.18  >1.32   0.17   0.07  29.25   0.24  0.14   0.77   31          S
3-454.11        1782.0 1030.0 36:58.356 12:56.49  24.98  25.16   0.23   0.77   0.48 108.37   0.80  0.27   0.47    2          S
3-454.12        1766.0 1054.0 36:58.326 12:55.36  26.32  26.50   0.41   0.80   0.29  55.37   0.25  0.15   0.73  123          S
3-455.0         1032.0 1064.0 36:54.512 12:43.36  29.11  29.26 >-0.62   0.49   0.27   7.87   0.08  0.10   0.61  118          S
3-456.0         1165.0 1065.0 36:55.210 12:45.43  29.19  29.05    ...  >0.46   0.66   6.39   0.20  0.24   0.52   31          S
3-457.0          998.0 1063.0 36:54.332 12:42.86 >30.38 >30.38    ...    ...  >2.90  11.55   0.11  0.10   0.74  104          S
3-458.0         1368.0 1067.0 36:56.275 12:48.58  30.17  29.97 >-0.84   0.25   0.31   4.71   0.06  0.11   0.41   70          S
3-459.0         1940.0 1069.0 36:59.270 12:57.58  29.28  29.39 >-0.34   0.21   0.24   6.49   0.08  0.11   0.72  122          S
3-460.0          551.0 1075.0 36:52.023 12:35.33  29.73  29.99 >-0.38  -0.15 <-0.18   4.10   0.05  0.11   0.64  153          S
3-461.0         1909.0 1073.0 36:59.117 12:56.94  29.15  29.33    ...  >0.74   0.19   7.10   0.08  0.09   0.50  163          S
3-463.0          621.0 1074.0 36:52.387 12:36.47  27.36  27.43  >0.93   0.31   0.05  25.13   0.21  0.12   0.77  105          S
3-464.0          416.0 1060.0 36:51.284 12:33.73  25.22  25.26   0.85   0.15   0.10  78.18   0.86  0.24   0.53  109          S
3-465.0         1639.0 1074.0 36:57.708 12:52.62  27.82  27.94  >0.52   0.24  -0.17  14.93   0.18  0.19   0.37   30          S
3-466.0          499.0 1077.0 36:51.756 12:34.43  27.53  27.64   0.29  -0.08   0.51  19.64   0.25  0.14   0.72  149          S
3-467.0          225.0 1079.0 36:50.329 12:30.01  27.66  27.71  >0.86   0.14   0.05  18.41   0.20  0.12   0.72  112          S
3-468.0          472.0 1084.0 36:51.631 12:33.74  29.77  29.97    ...  >0.39 <-0.26   4.59   0.04  0.09   0.36  107          S
3-470.0          820.0 1088.0 36:53.458 12:39.12  29.61  29.96 >-0.40  -0.05   0.42   5.60   0.05  0.07   0.85  141          S
3-471.0          210.0 1090.0 36:50.275 12:29.37  29.43  29.68  -0.15  -0.39   0.52   6.47   0.06  0.09   0.80  129          S
3-472.0          351.0 1089.0 36:51.010 12:31.64  28.46  28.76 >-0.56   0.73   0.71  11.47   0.13  0.11   0.89  155          S
3-473.0         1066.0 1094.0 36:54.758 12:42.80  30.13  30.54    ... >-0.16   0.81   4.41   0.04  0.08   0.74  146          S
3-474.0         1558.0 1091.0 36:57.323 12:50.72  29.37  29.85    ...  >0.29   0.20   5.19   0.06  0.11   0.40  101          S
3-476.0          746.0 1096.0 36:53.090 12:37.65  29.78  29.90    ...  >0.32   0.13   5.24   0.05  0.11   0.32   62          S
3-477.0         1169.0 1099.0 36:55.307 12:44.25  29.58  30.01    ...  >0.04   0.81   4.98   0.08  0.11   0.57    8          S
3-478.0         1752.0 1100.0 36:58.357 12:53.46  30.09  30.57    ... >-0.35   1.20   3.86   0.06  0.14   0.29  171          S
3-479.0         1735.0 1102.0 36:58.273 12:53.12  29.11  29.24  -1.03   0.68   0.28   8.77   0.07  0.08   0.77   91          S
3-480.0          628.0 1104.0 36:52.491 12:35.49  27.46  27.62  >0.45   0.59  -0.13  18.37   0.20  0.13   0.70   30          S
3-481.0         1265.0 1100.0 36:55.812 12:45.74  28.02  28.28  -0.43   0.50   0.11  11.27   0.18  0.16   0.56  170          S
3-482.0          621.0 1114.0 36:52.477 12:35.01  29.29  29.73    ...  >0.50 <-0.34   4.66   0.06  0.08   0.69  124          S
3-483.0          678.0 1112.0 36:52.771 12:35.99  26.64  26.72   0.56   0.02   0.09  34.59   0.37  0.20   0.43   59          S
3-484.0          534.0 1111.0 36:52.016 12:33.74  27.14  27.23   0.77  -0.02   0.38  26.26   0.28  0.13   0.93  176          S
3-485.0         1175.0 1113.0 36:55.371 12:43.84  28.27  28.56 >-0.62   0.88   0.38   9.81   0.18  0.17   0.43  120          S
3-486.0         1225.0 1091.0 36:55.582 12:45.43  22.98  23.01   0.49   0.66   1.00 241.10   6.46  0.56   0.83  148         FS
3-487.0         1325.0 1122.0 36:56.175 12:45.89  29.34  29.87 >-0.29  -0.04 <-0.36   4.60   0.05  0.10   0.59  142          S
3-488.0         1708.0 1115.0 36:58.161 12:52.22  27.85  27.97  >0.14   0.45   0.13  13.97   0.22  0.16   0.55  131          S
3-489.0         1541.0 1121.0 36:57.302 12:49.35  29.37  29.04    ...  >0.59   1.90  15.00   0.17  0.12   0.66  176          S
3-490.0         1186.0 1123.0 36:55.451 12:43.65  29.79  30.09    ...  >0.18   0.24   4.05   0.06  0.09   0.60  132          S
3-491.0         1928.0 1113.0 36:59.307 12:55.78  24.42  24.44  >1.45   1.65   1.94 303.97   1.39  0.14   0.82  106          S
3-492.0          294.0 1127.0 36:50.798 12:29.35  29.79  30.23    ...  >0.14   0.52   4.87   0.05  0.09   0.82   52          S
3-493.0         1500.0 1129.0 36:57.106 12:48.41  29.15  29.51    ...  >0.78  -0.12   7.07   0.05  0.08   0.71  101          S
3-494.0          439.0 1128.0 36:51.558 12:31.61  28.94  29.08    ...  >0.75   0.94   9.53   0.13  0.14   0.87   72          S
3-495.0         1908.0 1129.0 36:59.238 12:54.88  29.75  29.99 >-0.70   0.03   1.00   6.52   0.06  0.08   0.93  124          S
3-496.0         1756.0 1109.0 36:58.399 12:53.20  28.08  28.37 >-0.75   0.75   0.30   8.04   0.34  0.46   0.22  143          S
3-498.0          302.0 1139.0 36:50.867 12:29.04  29.94  29.97    ...  >0.27   0.21   4.95   0.05  0.09   0.78   31          S
3-499.0          278.0 1145.0 36:50.755 12:28.44  29.68  29.90    ...  >0.38   0.09   5.66   0.05  0.07   0.73    5          S
3-500.0          636.0 1144.0 36:52.624 12:34.16  28.82  29.08 >-0.67   0.61   0.20   7.49   0.11  0.12   0.64   98          S
3-501.0          938.0 1139.0 36:54.191 12:39.13  26.56  26.59  >0.98   0.74   0.40  38.84   0.40  0.16   0.87  135          S
3-502.0          893.0 1137.0 36:53.951 12:38.49  28.15  28.53  -0.27   0.41   0.71  10.69   0.22  0.21   0.33  177          S
3-503.0          842.0 1149.0 36:53.712 12:37.24  29.08  29.21 >-0.26   0.46  -0.28   7.66   0.06  0.08   0.88   39          S
3-504.0         1591.0 1147.0 36:57.622 12:49.19  26.12  26.17   1.53   0.03   0.07  51.08   0.43  0.19   0.58   79          S
3-505.0          253.0 1150.0 36:50.636 12:27.86  26.90  26.93   0.94   0.25   0.08  27.44   0.40  0.18   0.67   92          S
3-507.0         1123.0 1155.0 36:55.194 12:41.48  29.88  30.34    ... >-0.11   0.64   4.61   0.05  0.14   0.28  115          S
3-508.0         1342.0 1160.0 36:56.350 12:44.77  29.54  30.06    ...  >0.07   0.19   4.35   0.06  0.15   0.52  175          S
3-509.0          622.0 1152.0 36:52.569 12:33.64  27.07  27.18 >-0.23   1.22   0.98  25.95   0.48  0.21   0.62   66          S
3-510.0          501.0 1159.0 36:51.952 12:31.47  26.12  26.22  >1.32   0.31   0.10  35.06   0.80  0.42   0.33   21           
3-510.1          501.0 1159.0 36:51.952 12:31.47  26.61  27.36  >1.36   0.35   0.04  35.96   0.11  0.12   0.55  154          S
3-510.2          509.0 1150.0 36:51.974 12:31.92  27.23  27.98  >0.96   0.21   0.13  23.05   0.10  0.12   0.64   59          S
3-511.0         1216.0 1154.0 36:55.678 12:42.99  29.36  29.39    ...  >0.46   0.74   6.74   0.11  0.27   0.15  106          S
3-512.0         1304.0 1146.0 36:56.120 12:44.68  25.85  25.91  >0.17   1.67   0.36  47.85   0.84  0.25   0.43   19          S
3-513.0         1672.0 1165.0 36:58.086 12:49.82  29.91  30.25    ...  >0.16   0.32   4.12   0.04  0.11   0.26    5          S
3-514.0          230.0 1170.0 36:50.561 12:26.76  29.27  29.84 >-0.64   0.15  -0.18   4.94   0.05  0.10   0.46   69          S
3-515.0          119.0 1158.0 36:49.954 12:25.44  24.01  24.07   0.81   0.22   0.49 102.13   2.44  0.63   0.39   10          B
3-515.1          119.0 1158.0 36:49.954 12:25.44  24.10  24.18   0.83   0.25   0.50 119.30   1.67  0.54   0.32   20          B
3-515.2          127.0 1119.0 36:49.907 12:26.99  26.78  26.87   1.17   0.17   0.17  26.24   0.26  0.15   0.95  122          S
3-515.11         137.0 1143.0 36:50.014 12:26.27  24.86  25.09   1.42   0.23   0.27 108.23   0.42  0.24   0.38   85          S
3-515.12         119.0 1158.0 36:49.954 12:25.44  24.84  25.07   0.51   0.19   0.58 124.31   0.40  0.16   0.74  160         BS
3-516.0          187.0 1170.0 36:50.336 12:26.08  29.65  29.54    ...  >0.16   2.22  12.37   0.15  0.12   0.73  175          S
3-518.0          515.0 1172.0 36:52.055 12:31.21  30.06  30.11 >-0.22  -0.46   0.80   5.49   0.05  0.08   0.70  141          S
3-519.0          682.0 1172.0 36:52.928 12:33.86  29.76  30.29    ...  >0.03   0.85   4.79   0.05  0.09   0.65  127          S
3-520.0           91.0 1176.0 36:49.848 12:24.34 >29.70 >29.70  >0.54 <-1.41  >1.45  11.25   0.10  0.13   0.42   85         BS
3-521.0          531.0 1176.0 36:52.148 12:31.32  29.67  30.14    ...  >0.08   0.79   5.10   0.06  0.11   0.53   39          S
3-523.0          493.0 1181.0 36:51.960 12:30.54  28.29  28.55  -1.26   0.77   0.12  12.26   0.11  0.09   0.84  100          S
3-524.0         1298.0 1189.0 36:56.186 12:43.01 >30.61 >30.61    ...    ...  >1.21   3.56   0.06  0.13   0.32   40          S
3-526.0          859.0 1192.0 36:53.898 12:35.94  29.19  29.29 >-0.33   0.46   0.41   9.24   0.07  0.07   0.78   26          S
3-527.0         1588.0 1192.0 36:57.708 12:47.50  29.69  30.03 >-0.35  -0.11   0.02   5.31   0.04  0.07   0.76  147          S
3-528.0          283.0 1178.0 36:50.856 12:27.31  25.09  25.13   0.36   0.65   0.82  67.34   1.99  0.41   0.67   94           
3-528.1          283.0 1178.0 36:50.856 12:27.31  25.16  25.25   0.31   0.69   0.83  77.51   1.38  0.36   0.74   75          S
3-528.2          267.0 1160.0 36:50.732 12:27.72  28.09  28.19  >0.30   0.42   0.16  14.89   0.14  0.15   0.53   17          S
3-529.0         1139.0 1194.0 36:55.366 12:40.31  29.53  29.76    ...  >0.42   0.27   5.94   0.06  0.08   0.77   92          S
3-530.0         1653.0 1196.0 36:58.057 12:48.39  29.80  30.74 >-0.47  -0.70   1.00   3.76   0.04  0.11   0.29   28          S
3-533.0          344.0 1188.0 36:51.198 12:27.91  28.10  28.26 >-0.60   0.90   0.10   9.75   0.24  0.23   0.49  171          S
3-534.0         1806.0 1154.0 36:58.762 12:52.35  21.58  21.64   0.64   0.77   0.40 357.29  17.12  1.13   0.49   62           
3-534.1         1806.0 1154.0 36:58.762 12:52.35  21.58  21.69   0.62   0.77   0.41 418.34  13.30  1.07   0.50   62           
3-534.2         1904.0 1141.0 36:59.245 12:54.38  27.50  27.61    ...  >2.03   0.81  29.00   0.18  0.16   0.48   70          S
3-534.11        1806.0 1154.0 36:58.762 12:52.35  21.66  21.78   0.65   0.79   0.42 441.60  11.24  0.90   0.68   51         FS
3-534.12        1725.0 1150.0 36:58.329 12:51.21  24.46  24.58   0.37   0.56   0.25 114.09   1.66  0.44   0.53   67          S
3-535.0          417.0 1197.0 36:51.600 12:28.74  27.38  27.43  >0.54   0.73  -0.06  21.32   0.22  0.13   0.77  174          S
3-536.0         1522.0 1205.0 36:57.393 12:45.98  29.41  29.71 >-0.09   0.01  -0.15   5.89   0.04  0.07   0.89   20          S
3-538.0          386.0 1208.0 36:51.462 12:27.85  29.66  30.00    ...  >0.22   0.67   5.64   0.06  0.09   0.69   66          S
3-539.0          337.0 1206.0 36:51.202 12:27.15  29.36  29.87    ...  >0.46 <-0.27   4.43   0.05  0.10   0.59  131          S
3-540.0         1475.0 1209.0 36:57.156 12:45.09  29.40  29.64 >-0.55   0.50  -0.45   5.95   0.04  0.07   0.80  173          S
3-542.0         1936.0 1210.0 36:59.568 12:52.36  28.05  28.22  -0.04   0.38   0.02  12.61   0.15  0.12   0.51   98          S
3-543.0         1489.0 1215.0 36:57.243 12:45.09  28.95  29.38 >-0.07  -0.01   0.12   6.79   0.07  0.11   0.39  159          S
3-544.0         1572.0 1211.0 36:57.668 12:46.56  27.40  27.44   0.08   0.26   0.67  26.67   0.25  0.15   0.57  148          S
3-545.0          964.0 1221.0 36:54.512 12:36.55  29.46  29.84 >-0.73   0.14   0.62   5.52   0.07  0.11   0.82   87          S
3-546.0          641.0 1215.0 36:52.811 12:31.64  28.22  28.45  >0.43  -0.21  -0.14   9.35   0.18  0.15   0.70   26          S
3-547.0          448.0 1221.0 36:51.816 12:28.36  28.44  28.62 >-0.38   0.82   0.10  10.63   0.12  0.11   0.56   67          S
3-548.0          749.0 1227.0 36:53.402 12:32.92  29.55  29.94    ...  >0.32   0.02   5.06   0.06  0.09   0.63  161          S
3-549.0         1784.0 1227.0 36:58.812 12:49.33  29.66  30.20    ...  >0.26   0.18   4.43   0.04  0.07   0.76   63          S
3-550.0          362.0 1207.0 36:51.335 12:27.51  24.80  24.87   1.51   0.07   0.02  86.85   1.24  0.34   0.43    1           
3-550.1          362.0 1207.0 36:51.335 12:27.51  25.08  25.82   1.32   0.07  -0.03 117.39   0.15  0.13   0.64  158          S
3-550.2          357.0 1221.0 36:51.340 12:26.92  26.44  27.18   1.51   0.19  -0.08  50.82   0.07  0.13   0.40  144          S
3-551.0          772.0 1193.0 36:53.446 12:34.52  23.50  23.52   0.72   0.77   0.69 250.71   2.63  0.44   0.32  167          S
3-552.0         1016.0 1231.0 36:54.807 12:37.01  28.90  29.14    ...  >0.52   0.81   7.78   0.13  0.15   0.77   33          S
3-553.0         2011.0 1233.0 37:00.012 12:52.71  28.51  29.09    ...  >0.52 <-0.31   4.83   0.08  0.14   0.43  147         BS
3-554.0          865.0 1225.0 36:54.004 12:34.83  26.56  26.75   0.31   0.07   0.11  25.63   0.61  0.32   0.77   33           
3-554.1          869.0 1218.0 36:54.009 12:35.15  27.02  27.68   0.30   0.08   0.13  23.12   0.16  0.20   0.40  113          S
3-554.2          865.0 1225.0 36:54.004 12:34.83  27.71  28.37   0.37   0.07   0.02  18.09   0.07  0.10   0.65  108          S
3-555.0          203.0 1235.0 36:50.567 12:23.96  29.55  29.99    ...  >0.28   0.49   5.96   0.05  0.09   0.63   54          S
3-556.0          565.0 1235.0 36:52.459 12:29.71  27.58  27.68  >0.40   0.25   0.51  17.06   0.38  0.37   0.28  108           
3-556.1          565.0 1235.0 36:52.459 12:29.71  28.07  28.29   0.43  -0.07   0.27  14.23   0.16  0.15   0.69   38          S
3-556.2          552.0 1223.0 36:52.364 12:29.94  28.68  28.90    ...  >0.93   0.95  12.58   0.13  0.14   0.56   90          S
3-557.0         1426.0 1238.0 36:56.966 12:43.25  27.39  27.54 >-0.04   1.22  -0.08  22.16   0.20  0.13   0.73   35          S
3-558.0         1734.0 1242.0 36:58.585 12:47.99  27.98  28.37 >-0.01   0.30   0.36  10.21   0.22  0.23   0.35   27          S
3-559.0          338.0 1246.0 36:51.298 12:25.70  29.01  29.16    ...  >0.75  -0.55   6.29   0.09  0.14   0.40   12          S
3-560.0         1844.0 1249.0 36:59.176 12:49.48  28.43  28.49  >0.21   0.33  -0.09  11.09   0.13  0.12   0.53   45          S
3-561.0          160.0 1243.0 36:50.361 12:22.99  26.44  26.52   0.69   0.45   0.67  32.02   0.68  0.24   0.60   95          S
